"","name","date","project","email_count","svn_count","watches","votes","jira_count","jira_type","jira_priority"
"260","cm_t1",6,"team1",6,14,0,0,0,0,0
"261","cm_t1",6,"team1",6,10,0,0,0,0,0
"262","cm_t1",6,"team1",6,5,0,0,0,0,0
"263","cm_t1",6,"team1",6,4,0,0,0,0,0
"264","cm_t1",6,"team1",6,3,0,0,0,0,0
"265","cm_t1",6,"team1",6,5,0,0,0,0,0
"266","cm_t1",6,"team1",6,7,0,0,0,0,0
"267","cm_t1",7,"team1",2,3,0,0,0,0,0
"268","cm_t1",7,"team1",2,5,0,0,0,0,0
"269","cm_t1",7,"team1",2,5,0,0,0,0,0
"270","cm_t1",7,"team1",2,10,0,0,0,0,0
"271","cm_t1",7,"team1",2,21,0,0,0,0,0
"272","cm_t1",7,"team1",2,491,0,0,0,0,0
"273","cm_t1",7,"team1",2,7,0,0,0,0,0
"274","cm_t1",7,"team1",2,5,0,0,0,0,0
"275","cm_t1",7,"team1",2,19,0,0,0,0,0
"276","cm_t1",7,"team1",2,16,0,0,0,0,0
"277","cm_t1",7,"team1",2,5,0,0,0,0,0
"278","cm_t1",7,"team1",4,3,0,0,0,0,0
"279","cm_t1",7,"team1",4,5,0,0,0,0,0
"280","cm_t1",7,"team1",4,5,0,0,0,0,0
"281","cm_t1",7,"team1",4,10,0,0,0,0,0
"282","cm_t1",7,"team1",4,21,0,0,0,0,0
"283","cm_t1",7,"team1",4,491,0,0,0,0,0
"284","cm_t1",7,"team1",4,7,0,0,0,0,0
"285","cm_t1",7,"team1",4,5,0,0,0,0,0
"286","cm_t1",7,"team1",4,19,0,0,0,0,0
"287","cm_t1",7,"team1",4,16,0,0,0,0,0
"288","cm_t1",7,"team1",4,5,0,0,0,0,0
"289","cm_t1",7,"team1",10,3,0,0,0,0,0
"290","cm_t1",7,"team1",10,5,0,0,0,0,0
"291","cm_t1",7,"team1",10,5,0,0,0,0,0
"292","cm_t1",7,"team1",10,10,0,0,0,0,0
"293","cm_t1",7,"team1",10,21,0,0,0,0,0
"294","cm_t1",7,"team1",10,491,0,0,0,0,0
"295","cm_t1",7,"team1",10,7,0,0,0,0,0
"296","cm_t1",7,"team1",10,5,0,0,0,0,0
"297","cm_t1",7,"team1",10,19,0,0,0,0,0
"298","cm_t1",7,"team1",10,16,0,0,0,0,0
"299","cm_t1",7,"team1",10,5,0,0,0,0,0
"300","cm_t1",7,"team1",2,3,0,0,0,0,0
"301","cm_t1",7,"team1",2,5,0,0,0,0,0
"302","cm_t1",7,"team1",2,5,0,0,0,0,0
"303","cm_t1",7,"team1",2,10,0,0,0,0,0
"304","cm_t1",7,"team1",2,21,0,0,0,0,0
"305","cm_t1",7,"team1",2,491,0,0,0,0,0
"306","cm_t1",7,"team1",2,7,0,0,0,0,0
"307","cm_t1",7,"team1",2,5,0,0,0,0,0
"308","cm_t1",7,"team1",2,19,0,0,0,0,0
"309","cm_t1",7,"team1",2,16,0,0,0,0,0
"310","cm_t1",7,"team1",2,5,0,0,0,0,0
"311","cm_t1",7,"team1",5,3,0,0,0,0,0
"312","cm_t1",7,"team1",5,5,0,0,0,0,0
"313","cm_t1",7,"team1",5,5,0,0,0,0,0
"314","cm_t1",7,"team1",5,10,0,0,0,0,0
"315","cm_t1",7,"team1",5,21,0,0,0,0,0
"316","cm_t1",7,"team1",5,491,0,0,0,0,0
"317","cm_t1",7,"team1",5,7,0,0,0,0,0
"318","cm_t1",7,"team1",5,5,0,0,0,0,0
"319","cm_t1",7,"team1",5,19,0,0,0,0,0
"320","cm_t1",7,"team1",5,16,0,0,0,0,0
"321","cm_t1",7,"team1",5,5,0,0,0,0,0
"322","cm_t1",7,"team1",2,3,0,0,0,0,0
"323","cm_t1",7,"team1",2,5,0,0,0,0,0
"324","cm_t1",7,"team1",2,5,0,0,0,0,0
"325","cm_t1",7,"team1",2,10,0,0,0,0,0
"326","cm_t1",7,"team1",2,21,0,0,0,0,0
"327","cm_t1",7,"team1",2,491,0,0,0,0,0
"328","cm_t1",7,"team1",2,7,0,0,0,0,0
"329","cm_t1",7,"team1",2,5,0,0,0,0,0
"330","cm_t1",7,"team1",2,19,0,0,0,0,0
"331","cm_t1",7,"team1",2,16,0,0,0,0,0
"332","cm_t1",7,"team1",2,5,0,0,0,0,0
"333","cm_t1",7,"team1",2,3,0,0,0,0,0
"334","cm_t1",7,"team1",2,5,0,0,0,0,0
"335","cm_t1",7,"team1",2,5,0,0,0,0,0
"336","cm_t1",7,"team1",2,10,0,0,0,0,0
"337","cm_t1",7,"team1",2,21,0,0,0,0,0
"338","cm_t1",7,"team1",2,491,0,0,0,0,0
"339","cm_t1",7,"team1",2,7,0,0,0,0,0
"340","cm_t1",7,"team1",2,5,0,0,0,0,0
"341","cm_t1",7,"team1",2,19,0,0,0,0,0
"342","cm_t1",7,"team1",2,16,0,0,0,0,0
"343","cm_t1",7,"team1",2,5,0,0,0,0,0
"344","cm_t1",7,"team1",4,3,0,0,0,0,0
"345","cm_t1",7,"team1",4,5,0,0,0,0,0
"346","cm_t1",7,"team1",4,5,0,0,0,0,0
"347","cm_t1",7,"team1",4,10,0,0,0,0,0
"348","cm_t1",7,"team1",4,21,0,0,0,0,0
"349","cm_t1",7,"team1",4,491,0,0,0,0,0
"350","cm_t1",7,"team1",4,7,0,0,0,0,0
"351","cm_t1",7,"team1",4,5,0,0,0,0,0
"352","cm_t1",7,"team1",4,19,0,0,0,0,0
"353","cm_t1",7,"team1",4,16,0,0,0,0,0
"354","cm_t1",7,"team1",4,5,0,0,0,0,0
"355","cm_t1",7,"team1",4,3,0,0,0,0,0
"356","cm_t1",7,"team1",4,5,0,0,0,0,0
"357","cm_t1",7,"team1",4,5,0,0,0,0,0
"358","cm_t1",7,"team1",4,10,0,0,0,0,0
"359","cm_t1",7,"team1",4,21,0,0,0,0,0
"360","cm_t1",7,"team1",4,491,0,0,0,0,0
"361","cm_t1",7,"team1",4,7,0,0,0,0,0
"362","cm_t1",7,"team1",4,5,0,0,0,0,0
"363","cm_t1",7,"team1",4,19,0,0,0,0,0
"364","cm_t1",7,"team1",4,16,0,0,0,0,0
"365","cm_t1",7,"team1",4,5,0,0,0,0,0
"366","cm_t1",7,"team1",2,3,0,0,0,0,0
"367","cm_t1",7,"team1",2,5,0,0,0,0,0
"368","cm_t1",7,"team1",2,5,0,0,0,0,0
"369","cm_t1",7,"team1",2,10,0,0,0,0,0
"370","cm_t1",7,"team1",2,21,0,0,0,0,0
"371","cm_t1",7,"team1",2,491,0,0,0,0,0
"372","cm_t1",7,"team1",2,7,0,0,0,0,0
"373","cm_t1",7,"team1",2,5,0,0,0,0,0
"374","cm_t1",7,"team1",2,19,0,0,0,0,0
"375","cm_t1",7,"team1",2,16,0,0,0,0,0
"376","cm_t1",7,"team1",2,5,0,0,0,0,0
"377","cm_t1",8,"team1",4,3,0,0,0,0,0
"378","cm_t1",8,"team1",4,23,0,0,0,0,0
"379","cm_t1",8,"team1",4,7,0,0,0,0,0
"380","cm_t1",8,"team1",4,5,0,0,0,0,0
"381","cm_t1",8,"team1",4,9,0,0,0,0,0
"382","cm_t1",8,"team1",4,8,0,0,0,0,0
"383","cm_t1",8,"team1",4,5,0,0,0,0,0
"384","cm_t1",8,"team1",4,5,0,0,0,0,0
"385","cm_t1",8,"team1",4,13,0,0,0,0,0
"386","cm_t1",8,"team1",4,7,0,0,0,0,0
"387","cm_t1",8,"team1",4,3,0,0,0,0,0
"388","cm_t1",8,"team1",4,3,0,0,0,0,0
"389","cm_t1",8,"team1",4,23,0,0,0,0,0
"390","cm_t1",8,"team1",4,7,0,0,0,0,0
"391","cm_t1",8,"team1",4,5,0,0,0,0,0
"392","cm_t1",8,"team1",4,9,0,0,0,0,0
"393","cm_t1",8,"team1",4,8,0,0,0,0,0
"394","cm_t1",8,"team1",4,5,0,0,0,0,0
"395","cm_t1",8,"team1",4,5,0,0,0,0,0
"396","cm_t1",8,"team1",4,13,0,0,0,0,0
"397","cm_t1",8,"team1",4,7,0,0,0,0,0
"398","cm_t1",8,"team1",4,3,0,0,0,0,0
"399","cm_t1",8,"team1",2,3,0,0,0,0,0
"400","cm_t1",8,"team1",2,23,0,0,0,0,0
"401","cm_t1",8,"team1",2,7,0,0,0,0,0
"402","cm_t1",8,"team1",2,5,0,0,0,0,0
"403","cm_t1",8,"team1",2,9,0,0,0,0,0
"404","cm_t1",8,"team1",2,8,0,0,0,0,0
"405","cm_t1",8,"team1",2,5,0,0,0,0,0
"406","cm_t1",8,"team1",2,5,0,0,0,0,0
"407","cm_t1",8,"team1",2,13,0,0,0,0,0
"408","cm_t1",8,"team1",2,7,0,0,0,0,0
"409","cm_t1",8,"team1",2,3,0,0,0,0,0
"410","cm_t1",8,"team1",6,3,0,0,0,0,0
"411","cm_t1",8,"team1",6,23,0,0,0,0,0
"412","cm_t1",8,"team1",6,7,0,0,0,0,0
"413","cm_t1",8,"team1",6,5,0,0,0,0,0
"414","cm_t1",8,"team1",6,9,0,0,0,0,0
"415","cm_t1",8,"team1",6,8,0,0,0,0,0
"416","cm_t1",8,"team1",6,5,0,0,0,0,0
"417","cm_t1",8,"team1",6,5,0,0,0,0,0
"418","cm_t1",8,"team1",6,13,0,0,0,0,0
"419","cm_t1",8,"team1",6,7,0,0,0,0,0
"420","cm_t1",8,"team1",6,3,0,0,0,0,0
"421","cm_t1",8,"team1",2,3,0,0,0,0,0
"422","cm_t1",8,"team1",2,23,0,0,0,0,0
"423","cm_t1",8,"team1",2,7,0,0,0,0,0
"424","cm_t1",8,"team1",2,5,0,0,0,0,0
"425","cm_t1",8,"team1",2,9,0,0,0,0,0
"426","cm_t1",8,"team1",2,8,0,0,0,0,0
"427","cm_t1",8,"team1",2,5,0,0,0,0,0
"428","cm_t1",8,"team1",2,5,0,0,0,0,0
"429","cm_t1",8,"team1",2,13,0,0,0,0,0
"430","cm_t1",8,"team1",2,7,0,0,0,0,0
"431","cm_t1",8,"team1",2,3,0,0,0,0,0
"432","cm_t1",8,"team1",3,3,0,0,0,0,0
"433","cm_t1",8,"team1",3,23,0,0,0,0,0
"434","cm_t1",8,"team1",3,7,0,0,0,0,0
"435","cm_t1",8,"team1",3,5,0,0,0,0,0
"436","cm_t1",8,"team1",3,9,0,0,0,0,0
"437","cm_t1",8,"team1",3,8,0,0,0,0,0
"438","cm_t1",8,"team1",3,5,0,0,0,0,0
"439","cm_t1",8,"team1",3,5,0,0,0,0,0
"440","cm_t1",8,"team1",3,13,0,0,0,0,0
"441","cm_t1",8,"team1",3,7,0,0,0,0,0
"442","cm_t1",8,"team1",3,3,0,0,0,0,0
"443","cm_t1",9,"team1",5,4,0,0,0,0,0
"444","cm_t1",9,"team1",5,3,0,0,0,0,0
"445","cm_t1",9,"team1",5,8,0,0,0,0,0
"446","cm_t1",9,"team1",5,9,0,0,0,0,0
"447","cm_t1",9,"team1",5,5,0,0,0,0,0
"448","cm_t1",9,"team1",5,7,0,0,0,0,0
"449","cm_t1",9,"team1",5,7,0,0,0,0,0
"450","cm_t1",9,"team1",5,7,0,0,0,0,0
"451","cm_t1",9,"team1",6,4,0,0,0,0,0
"452","cm_t1",9,"team1",6,3,0,0,0,0,0
"453","cm_t1",9,"team1",6,8,0,0,0,0,0
"454","cm_t1",9,"team1",6,9,0,0,0,0,0
"455","cm_t1",9,"team1",6,5,0,0,0,0,0
"456","cm_t1",9,"team1",6,7,0,0,0,0,0
"457","cm_t1",9,"team1",6,7,0,0,0,0,0
"458","cm_t1",9,"team1",6,7,0,0,0,0,0
"459","cm_t1",9,"team1",6,4,0,0,0,0,0
